#    iq    q_x        q_y      q_x          qw       Re(S_xx)        Re(S_yy)        Re(S_zz)         |S|      
   1005 -0.051408  0.020548 -0.125213        1    6.63633767E-09  5.06723632E-08  6.26477297E-08  8.08484224E-08
   1006 -0.043499  0.020548 -0.125213        1    8.60771026E-08  9.30891362E-07  2.02967110E-06  2.23462139E-06
   1007 -0.035590  0.020548 -0.125213        1    1.17271643E-08  9.82096977E-08  3.15382499E-08  1.03813931E-07
   1008 -0.027681  0.020548 -0.125213        1    1.22970349E-06  9.10332791E-07  9.87219781E-07  1.82084578E-06
   1009 -0.019772  0.020548 -0.125213        1    1.01293184E-06  1.64227153E-07  2.06972518E-08  1.02636731E-06
   1010 -0.011863  0.020548 -0.125213        1    5.31780942E-07  1.85831701E-06  1.18229602E-08  1.93294409E-06
   1011 -0.003954  0.020548 -0.125213        1    9.62524872E-07  1.02077457E-07  8.61639294E-07  1.29587662E-06
   1012  0.003954  0.020548 -0.125213        1    3.12407439E-07  3.99790761E-08  1.30037799E-07  3.40744132E-07
   1013  0.011863  0.020548 -0.125213        1    5.36008063E-07  4.35514332E-07  1.10314547E-07  6.99390218E-07
   1014  0.019772  0.020548 -0.125213        1    6.17893947E-07  8.46644443E-08  3.61561688E-07  7.20893787E-07
   1015  0.027681  0.020548 -0.125213        1    1.11033663E-07  7.58462381E-08  4.82089942E-07  5.00491597E-07
   1016  0.035590  0.020548 -0.125213        1    9.42465761E-07  1.10826696E-07  1.97148928E-06  2.18798863E-06
   1017  0.043499  0.020548 -0.125213        1    1.29706284E-07  1.27300432E-06  1.10140421E-07  1.28432653E-06
   1018  0.051408  0.020548 -0.125213        1    9.02584019E-07  4.39042047E-07  1.67943984E-07  1.01765466E-06
   1019  0.059317  0.020548 -0.125213        1    3.22263909E-07  3.44945963E-07  4.56090561E-08  4.74259349E-07
   1020  0.067226  0.020548 -0.125213        1    1.26372862E-06  1.63461661E-06  4.62821628E-07  2.11735338E-06
   1021  0.075135  0.020548 -0.125213        1    9.07104120E-07  2.24237208E-07  1.71723416E-06  1.95499703E-06
   1022  0.083044  0.020548 -0.125213        1    9.48012404E-08  8.52621234E-07  1.08098734E-06  1.38003039E-06
   1023  0.090952  0.020548 -0.125213        1    5.38239234E-07  5.41374819E-07  9.05034928E-07  1.18400861E-06
   1024  0.098861  0.020548 -0.125213        1    6.76378106E-07  1.84453523E-06  6.69324366E-07  2.07552226E-06
   1025  0.106770  0.020548 -0.125213        1    5.04449798E-07  9.31171986E-07  2.18365590E-07  1.08131142E-06
   1026 -0.079089  0.027397 -0.125213        1    7.57109468E-08  2.72355506E-06  2.87285045E-07  2.73971112E-06
   1027 -0.071180  0.027397 -0.125213        1    8.04583196E-07  2.54654691E-07  1.54702094E-08  8.44063066E-07
   1028 -0.063271  0.027397 -0.125213        1    1.51980241E-07  5.56106301E-07  1.98848551E-07  6.09830270E-07
   1029 -0.055362  0.027397 -0.125213        1    1.49359489E-07  1.59211312E-07  7.00233050E-08  2.29259159E-07
   1030 -0.047453  0.027397 -0.125213        1    5.06215185E-07  1.49916373E-07  7.35928524E-07  9.05714925E-07
   1031 -0.039545  0.027397 -0.125213        1    5.33076187E-07  4.87205290E-07  6.79409060E-08  7.25365551E-07
   1032 -0.031636  0.027397 -0.125213        1    4.15381022E-07  3.95964404E-07  6.04500073E-07  8.33516371E-07
   1033 -0.023727  0.027397 -0.125213        1    4.19767243E-06  2.03088868E-06  9.86073371E-07  4.76626723E-06
   1034 -0.015818  0.027397 -0.125213        1    5.08106920E-07  2.11924284E-07  8.65977954E-07  1.02615903E-06
   1035 -0.007909  0.027397 -0.125213        1    5.53359353E-07  3.10850774E-07  1.34188933E-06  1.48441967E-06
   1036 -0.000000  0.027397 -0.125213        1    3.45759450E-10  4.52727037E-07  6.06848418E-07  7.57117489E-07
   1037  0.007909  0.027397 -0.125213        1    2.01425139E-07  8.73203139E-07  4.92069200E-07  1.02234432E-06
   1038  0.015818  0.027397 -0.125213        1    3.83733791E-07  1.04979983E-07  3.23192050E-08  3.99145274E-07
   1039  0.023727  0.027397 -0.125213        1    1.80291426E-07  1.48808424E-06  2.44739444E-07  1.51881437E-06
   1040  0.031636  0.027397 -0.125213        1    2.35603418E-07  1.68339064E-06  5.32669632E-07  1.78130569E-06
   1041  0.039545  0.027397 -0.125213        1    3.15693398E-07  5.68782625E-07  9.90877248E-07  1.18533275E-06
   1042  0.047453  0.027397 -0.125213        1    5.73865712E-07  8.86873264E-08  3.20886056E-07  6.63441902E-07
   1043  0.055362  0.027397 -0.125213        1    1.41591651E-07  2.87313898E-07  4.28935758E-07  5.35334807E-07
   1044  0.063271  0.027397 -0.125213        1    1.16979509E-06  7.08667532E-07  7.76176766E-09  1.36773187E-06
   1045  0.071180  0.027397 -0.125213        1    3.90111020E-07  1.94877104E-07  3.44746436E-08  4.37438218E-07
   1046  0.079089  0.027397 -0.125213        1    4.47087919E-07  6.21347060E-07  2.55447717E-07  8.06977889E-07
   1047  0.086998  0.027397 -0.125213        1    1.14948554E-07  8.09091821E-07  6.53131660E-07  1.04614708E-06
   1048  0.094907  0.027397 -0.125213        1    4.33726977E-07  9.89393055E-08  3.10335848E-07  5.42417197E-07
   1049  0.102816  0.027397 -0.125213        1    1.35935130E-06  3.91628003E-07  3.86238578E-07  1.46642037E-06
   1050  0.110725  0.027397 -0.125213        1    7.90675881E-07  6.41731846E-07  6.11967366E-07  1.18806236E-06
   1051 -0.075135  0.034247 -0.125213        1    9.88933941E-07  3.06512627E-07  8.27349768E-07  1.32531052E-06
   1052 -0.067226  0.034247 -0.125213        1    2.83968202E-07  1.41604218E-08  9.04603607E-07  9.48233169E-07
   1053 -0.059317  0.034247 -0.125213        1    4.88985857E-07  4.36893095E-07  1.92734349E-07  6.83468561E-07
   1054 -0.051408  0.034247 -0.125213        1    7.15209351E-07  1.09101746E-07  4.86125985E-07  8.71634144E-07
   1055 -0.043499  0.034247 -0.125213        1    1.28619104E-07  1.28912840E-06  4.27201041E-07  1.36414649E-06
   1056 -0.035590  0.034247 -0.125213        1    6.60413516E-07  6.66503878E-07  1.15156536E-06  1.48542122E-06
   1057 -0.027681  0.034247 -0.125213        1    1.29806214E-06  2.10249172E-08  4.65322091E-07  1.37910551E-06
   1058 -0.019772  0.034247 -0.125213        1    1.04138615E-06  7.71410359E-07  1.45691571E-06  1.94991345E-06
   1059 -0.011863  0.034247 -0.125213        1    9.68493642E-07  3.28040406E-07  4.84616892E-09  1.02255265E-06
   1060 -0.003954  0.034247 -0.125213        1    8.23070058E-07  2.76793749E-07  9.44701237E-07  1.28316777E-06
   1061  0.003954  0.034247 -0.125213        1    4.06016399E-07  1.08245977E-06  8.97468173E-08  1.15957878E-06
   1062  0.011863  0.034247 -0.125213        1    2.64972936E-08  1.14402763E-07  6.69378442E-07  6.79601058E-07
   1063  0.019772  0.034247 -0.125213        1    1.10862499E-07  9.62830782E-07  2.43459995E-07  9.99302945E-07
   1064  0.027681  0.034247 -0.125213        1    1.06333169E-06  7.15728537E-07  1.29080466E-06  1.81909821E-06
   1065  0.035590  0.034247 -0.125213        1    3.66951552E-08  3.86084463E-07  9.26599060E-07  1.00448672E-06
   1066  0.043499  0.034247 -0.125213        1    4.68002501E-07  5.76117957E-08  5.91059930E-07  7.56106673E-07
   1067  0.051408  0.034247 -0.125213        1    1.36667302E-07  2.94173205E-07  6.04539644E-07  6.86064142E-07
   1068  0.059317  0.034247 -0.125213        1    9.22289186E-07  3.43458477E-07  1.73499421E-06  1.99468944E-06
   1069  0.067226  0.034247 -0.125213        1    3.11688165E-08  2.35632671E-08  2.04459630E-07  2.08159706E-07
   1070  0.075135  0.034247 -0.125213        1    1.61711742E-06  7.49931589E-08  1.72852471E-07  1.62805734E-06
   1071  0.083044  0.034247 -0.125213        1    1.85056803E-06  1.63452247E-06  1.95478741E-09  2.46906249E-06
   1072  0.090952  0.034247 -0.125213        1    4.63518770E-07  3.77523870E-07  6.74311266E-07  9.01149048E-07
   1073  0.098861  0.034247 -0.125213        1    3.86429857E-07  1.56657851E-06  8.88548327E-08  1.61598003E-06
   1074  0.106770  0.034247 -0.125213        1    6.15739146E-07  9.63624727E-07  9.22321986E-07  1.46914436E-06
   1075  0.114679  0.034247 -0.125213        1    2.44861551E-07  1.35970188E-06  7.47563472E-07  1.57085885E-06
   1076 -0.071180  0.041096 -0.125213        1    1.25799918E-07  3.65537584E-07  3.33990044E-07  5.10874441E-07
   1077 -0.063271  0.041096 -0.125213        1    2.48785941E-07  4.30823193E-07  1.18883004E-07  5.11503897E-07
   1078 -0.055362  0.041096 -0.125213        1    2.20475819E-07  2.62095552E-07  1.08213685E-07  3.59185003E-07
   1079 -0.047453  0.041096 -0.125213        1    2.96067820E-07  9.28376584E-07  2.24131727E-07  9.99887127E-07
   1080 -0.039545  0.041096 -0.125213        1    7.74877925E-07  3.39106731E-06  5.76775394E-08  3.47895100E-06
   1081 -0.031636  0.041096 -0.125213        1    1.80635156E-07  6.25829202E-07  1.33956409E-07  6.65007947E-07
   1082 -0.023727  0.041096 -0.125213        1    8.86045622E-07  3.64827257E-07  4.29315151E-07  1.04999394E-06
   1083 -0.015818  0.041096 -0.125213        1    2.40978627E-07  1.24536867E-06  3.85578769E-06  4.05907779E-06
   1084 -0.007909  0.041096 -0.125213        1    1.63550382E-07  1.40659964E-07  1.47857629E-06  1.49422950E-06
   1085 -0.000000  0.041096 -0.125213        1    3.17327404E-07  5.36868234E-07  5.85278623E-07  8.55263263E-07
   1086  0.007909  0.041096 -0.125213        1    2.59927153E-07  2.73726033E-07  1.47464918E-07  4.05257903E-07
   1087  0.015818  0.041096 -0.125213        1    4.52872039E-07  2.32675952E-07  4.56798519E-08  5.11192558E-07
   1088  0.023727  0.041096 -0.125213        1    6.33731421E-08  2.37961149E-07  3.34700441E-07  4.15531044E-07
   1089  0.031636  0.041096 -0.125213        1    5.65847653E-07  1.04820889E-06  1.62490472E-07  1.20221820E-06
   1090  0.039545  0.041096 -0.125213        1    4.52112623E-07  6.17475637E-07  2.01776226E-07  7.91451597E-07
   1091  0.047453  0.041096 -0.125213        1    5.06055160E-07  1.64991979E-07  7.39308748E-07  9.10983865E-07
   1092  0.055362  0.041096 -0.125213        1    1.58606489E-06  1.05163053E-06  4.46466432E-07  1.95470225E-06
   1093  0.063271  0.041096 -0.125213        1    6.54599395E-07  5.54824080E-07  6.23087798E-07  1.06045676E-06
   1094  0.071180  0.041096 -0.125213        1    5.28458859E-07  1.31739650E-06  5.44270497E-07  1.52020810E-06
   1095  0.079089  0.041096 -0.125213        1    1.78545247E-06  4.48951738E-07  1.79371591E-07  1.84974926E-06
   1096  0.086998  0.041096 -0.125213        1    4.15022514E-07  2.70106592E-07  2.56542009E-07  5.57687243E-07
   1097  0.094907  0.041096 -0.125213        1    1.75500182E-07  9.20894157E-08  1.46228227E-06  1.47565247E-06
   1098  0.102816  0.041096 -0.125213        1    3.93665557E-07  2.31290424E-07  5.49551865E-07  7.14475391E-07
   1099  0.110725  0.041096 -0.125213        1    6.03290515E-09  1.59151477E-07  5.05072412E-08  1.67082525E-07
   1100  0.118634  0.041096 -0.125213        1    1.73356470E-07  2.75093827E-07  5.79592228E-07  6.64572216E-07
   1101 -0.067226  0.047945 -0.125213        1    4.42224430E-07  5.05062401E-07  1.38805638E-07  6.85505274E-07
   1102 -0.059317  0.047945 -0.125213        1    1.04201703E-06  2.61735051E-08  2.07024059E-07  1.06270575E-06
   1103 -0.051408  0.047945 -0.125213        1    2.56044877E-07  6.60004232E-07  1.11475084E-06  1.32054307E-06
   1104 -0.043499  0.047945 -0.125213        1    2.95372770E-07  8.03368029E-07  4.10220495E-07  9.49171279E-07
   1105 -0.035590  0.047945 -0.125213        1    7.12203440E-07  6.72658590E-07  3.71959685E-09  9.79651548E-07
   1106 -0.027681  0.047945 -0.125213        1    2.42759976E-06  1.41643200E-06  2.80785930E-06  3.97285716E-06
   1107 -0.019772  0.047945 -0.125213        1    7.50036718E-07  7.74321753E-07  5.59137729E-07  1.21439872E-06
   1108 -0.011863  0.047945 -0.125213        1    2.88460337E-08  6.37022592E-07  3.52558252E-08  6.38649238E-07
   1109 -0.003954  0.047945 -0.125213        1    2.66305765E-07  6.51093947E-07  6.85330830E-07  9.82100013E-07
   1110  0.003954  0.047945 -0.125213        1    2.67112504E-07  3.26881419E-08  1.13114258E-07  2.91911698E-07
   1111  0.011863  0.047945 -0.125213        1    5.24608843E-07  7.80088732E-07  3.97434513E-07  1.02064051E-06
   1112  0.019772  0.047945 -0.125213        1    1.16056454E-06  5.78182313E-07  2.55325071E-07  1.32151267E-06
   1113  0.027681  0.047945 -0.125213        1    9.18800715E-07  4.12264872E-07  7.25489582E-08  1.00966352E-06
   1114  0.035590  0.047945 -0.125213        1    4.64017639E-07  4.26957574E-07  2.67926962E-07  6.85120425E-07
   1115  0.043499  0.047945 -0.125213        1    6.28694524E-07  4.32704541E-07  2.33879855E-06  2.46017655E-06
   1116  0.051408  0.047945 -0.125213        1    5.24305725E-07  3.04403040E-07  4.99301841E-07  7.85404375E-07
   1117  0.059317  0.047945 -0.125213        1    5.44419686E-08  1.85301506E-07  2.67403588E-07  3.29856416E-07
   1118  0.067226  0.047945 -0.125213        1    2.95209780E-07  4.33166714E-07  6.10817145E-07  8.04909809E-07
   1119  0.075135  0.047945 -0.125213        1    1.82461770E-06  1.22218396E-06  1.00466730E-06  2.41501962E-06
   1120  0.083044  0.047945 -0.125213        1    7.66146742E-07  2.05300120E-07  1.94914820E-08  7.93415961E-07
   1121  0.090952  0.047945 -0.125213        1    2.88220397E-07  7.71391761E-07  6.07516852E-07  1.02332447E-06
   1122  0.098861  0.047945 -0.125213        1    1.11316992E-06  1.25734865E-07  1.01149582E-06  1.50933109E-06
   1123  0.106770  0.047945 -0.125213        1    8.50688527E-08  4.68358892E-07  1.15862428E-06  1.25260009E-06
   1124  0.114679  0.047945 -0.125213        1    1.31879776E-06  1.47951830E-06  2.36509323E-07  1.99603071E-06
   1125  0.122588  0.047945 -0.125213        1    2.15882839E-07  3.09168346E-07  3.99063074E-08  3.79187262E-07
   1126 -0.063271  0.054795 -0.125213        1    3.97583998E-07  3.14985601E-07  1.44991338E-06  1.53607870E-06
   1127 -0.055362  0.054795 -0.125213        1    7.82641837E-07  3.68599647E-07  8.22014974E-07  1.19335768E-06
   1128 -0.047453  0.054795 -0.125213        1    1.07049593E-07  7.94739336E-08  1.48576629E-06  1.49173630E-06
   1129 -0.039545  0.054795 -0.125213        1    9.94226801E-07  1.25645755E-06  5.97275358E-07  1.70994455E-06
   1130 -0.031636  0.054795 -0.125213        1    9.23052273E-08  2.22228722E-06  2.83221888E-07  2.24216310E-06
   1131 -0.023727  0.054795 -0.125213        1    4.03154813E-08  2.74607850E-07  4.80392737E-08  2.81678152E-07
   1132 -0.015818  0.054795 -0.125213        1    9.48612080E-07  8.89108353E-07  9.73220439E-08  1.30378300E-06
   1133 -0.007909  0.054795 -0.125213        1    8.01755167E-08  1.71651786E-08  9.92620063E-07  9.96000676E-07
   1134 -0.000000  0.054795 -0.125213        1    7.04426419E-07  7.55406105E-07  1.08765627E-07  1.03859758E-06
   1135  0.007909  0.054795 -0.125213        1    4.34277176E-07  6.53666116E-07  6.40871602E-07  1.01320899E-06
   1136  0.015818  0.054795 -0.125213        1    4.73978534E-07  9.78447033E-07  2.39384077E-07  1.11324705E-06
   1137  0.023727  0.054795 -0.125213        1    3.58004471E-07  1.01960309E-06  1.51946830E-08  1.08073518E-06
   1138  0.031636  0.054795 -0.125213        1    2.85937602E-07  2.68832855E-07  9.19117455E-07  9.99403979E-07
   1139  0.039545  0.054795 -0.125213        1    2.03570864E-07  7.10856612E-07  1.39191530E-07  7.52417771E-07
   1140  0.047453  0.054795 -0.125213        1    1.72098008E-07  1.73217771E-07  7.43873750E-07  7.82924183E-07
   1141  0.055362  0.054795 -0.125213        1    6.45763010E-08  1.83980882E-07  5.23114553E-07  5.58272245E-07
   1142  0.063271  0.054795 -0.125213        1    4.87831105E-07  8.61210686E-08  1.52074841E-06  1.59939730E-06
   1143  0.071180  0.054795 -0.125213        1    1.25679285E-06  3.52019530E-08  1.73512763E-06  2.14276348E-06
   1144  0.079089  0.054795 -0.125213        1    5.42027868E-08  1.38771512E-06  2.94595847E-07  1.41967529E-06
   1145  0.086998  0.054795 -0.125213        1    1.13426666E-06  2.25576975E-07  3.57331458E-07  1.21042620E-06
   1146  0.094907  0.054795 -0.125213        1    8.23264421E-08  4.06283820E-07  2.05381084E-07  4.62628982E-07
   1147  0.102816  0.054795 -0.125213        1    2.34829149E-07  2.91620643E-09  2.90465331E-07  3.73528234E-07
   1148  0.110725  0.054795 -0.125213        1    5.11456893E-07  2.42145987E-08  4.34225340E-08  5.13867703E-07
   1149  0.118634  0.054795 -0.125213        1    4.98764169E-07  4.22186046E-07  2.47527712E-07  6.98768003E-07
   1150  0.126543  0.054795 -0.125213        1    3.13749875E-07  1.08478565E-07  8.01447540E-07  8.67481840E-07
   1151 -0.059317  0.061644 -0.125213        1    1.01817551E-06  5.93099601E-07  4.06791749E-07  1.24656650E-06
   1152 -0.051408  0.061644 -0.125213        1    3.64716038E-07  5.67827949E-08  1.21508921E-06  1.26991490E-06
   1153 -0.043499  0.061644 -0.125213        1    2.37196590E-07  7.17494608E-07  4.30303553E-08  7.56909735E-07
   1154 -0.035590  0.061644 -0.125213        1    1.63907949E-07  5.91923484E-08  1.18396346E-06  1.19672011E-06
   1155 -0.027681  0.061644 -0.125213        1    1.01643959E-06  1.36709699E-06  2.03907392E-07  1.71571613E-06
   1156 -0.019772  0.061644 -0.125213        1    3.27556494E-07  6.03726012E-07  2.01467241E-07  7.15798438E-07
   1157 -0.011863  0.061644 -0.125213        1    1.91646661E-07  4.91071808E-07  1.06941533E-06  1.19227896E-06
   1158 -0.003954  0.061644 -0.125213        1    9.19699228E-08  9.29840355E-08  8.66048793E-07  8.75868147E-07
   1159  0.003954  0.061644 -0.125213        1    4.90525478E-07  6.14664360E-07  5.74083943E-07  9.73652860E-07
   1160  0.011863  0.061644 -0.125213        1    3.30058895E-07  6.01347277E-07  2.05287014E-07  7.16030851E-07
   1161  0.019772  0.061644 -0.125213        1    4.99594337E-07  4.00639917E-07  1.82100241E-07  6.65783255E-07
   1162  0.027681  0.061644 -0.125213        1    4.65423766E-08  6.32337494E-07  8.96719707E-07  1.09823637E-06
   1163  0.035590  0.061644 -0.125213        1    1.34230184E-07  7.30203987E-09  1.03802608E-06  1.04669442E-06
   1164  0.043499  0.061644 -0.125213        1    5.62649752E-08  9.37863991E-08  3.58000896E-08  1.15079462E-07
